mention_id,concept_expression,explain_text,expectation
9921_1_2_2_9_0_3,Vợ ( hoặc chồng ) liệt_sĩ,"người kết_hôn hợp_pháp hoặc thực_tế là vợ hoặc chồng liệt_sĩ , được nhân_dân , cơ_quan có thẩm_quyền thừa_nhận .",0.831
26565_1_1_1_1_0_1,"Tổ_chức tín_dụng ấn_định lãi_suất huy_động_vốn tối_đa bằng đô_la Mỹ của tổ_chức , cá_nhân","người cư_trú và tổ_chức , cá_nhân là người không cư_trú , dưới hình_thức tiền gửi không kỳ_hạn , tiền gửi có kỳ_hạn , tiền gửi tiết_kiệm , phát_hành chứng_chỉ tiền gửi , kỳ_phiếu , tín_phiếu , trái_phiếu và các hình_thức nhận tiền gửi khác theo quy_định tại khoản 13 Điều 4 Luật Các tổ_chức_tín_dụng :",0.803
36944_1_2_1_1_0_9,Hạng chức_danh công_nghệ gồm  Chức_danh công_nghệ_hạng IV,"kỹ_thuật_viên và tương_đương , chức_danh công_nghệ_hạng III là kỹ_sư và tương_đương , chức_danh công_nghệ_hạng II là kỹ_sư chính và tương_đương , chức_danh công_nghệ hạng I là kỹ_sư cao_cấp và tương_đương .",0.854
15038_1_1_1_5_0_3,Vốn điều_lệ của Quỹ,100 ( một trăm ) tỷ đồng do ngân_sách nhà_nước cấp kể từ khi Quỹ chính_thức đi vào hoạt_động .,0.823
102363_1_1_1_3_0_6,Giám_đốc Sở,"người đứng đầu Sở , chịu trách_nhiệm trước Tỉnh_ủy , Ủy_ban nhân_dân tỉnh , Chủ_tịch Ủy_ban nhân_dân tỉnh , Bộ Giáo_dục và Đào_tạo và trước pháp_luật về toàn_bộ hoạt_động của Sở ; chịu trách_nhiệm báo_cáo công_tác trước Hội_đồng nhân_dân tỉnh , Ủy_ban nhân_dân tỉnh , Bộ Giáo_dục và Đào_tạo về việc thực_hiện chức_năng , nhiệm_vụ , quyền_hạn được giao hoặc ủy_quyền ; thực_hành tiết_kiệm , chống lãng_phí và chịu trách_nhiệm khi để xảy ra tham_nhũng , gây thiệt_hại trong tổ_chức , đơn_vị thuộc quyền quản_lý của mình .",0.81
10569_1_3_1_2_0_7,Tiêu_chuẩn chung của cây trội,"cây ở tuổi thành_thục công_nghệ , khoẻ_mạnh , tán lá phát_triển cân_đối , không bị sâu_bệnh , có sản_phẩm theo mục_đích kinh_tế cao .",0.829
20964_1_1_1_1_0_45,Chi_nhánh của Trung_tâm tư_vấn pháp_luật nói tại Khoản 3 Điều 5 của Nghị_định số 65/2003 / NĐ-CP,"đơn_vị phụ_thuộc của Trung_tâm , do Trung_tâm đặt tại địa_phương , nơi đặt trụ_sở chính của tổ_chức chủ_quản .",0.819
10130_1_1_1_1_0_10,Thông_tin công_nghệ,"toàn_bộ các thông_tin cần_thiết để ứng_dụng và sử_dụng công_nghệ , để thiết_kế , thử_nghiệm , triển_khai sản_xuất , chế_biến , chế_tạo , sử_dụng , vận_hành . . .",0.883
14363_1_1_1_3_0_25,Sản_phẩm nội_dung thông_tin số,"sản_phẩm nội_dung , thông_tin bao_gồm văn_bản , dữ_liệu , hình_ảnh , âm_thanh được thể_hiện dưới dạng số , được lưu_giữ , truyền đưa trên môi_trường mạng .",0.842
42544_1_3_1_1_0_4,Doanh_nghiệp vào khu_công_nghiệp có nghĩa_vụ ưu_tiên tiếp_nhận lao_động,"con_em trong các hộ gia_đình có đất chuyển_giao cho tỉnh lập khu_công_nghiệp , với điều_kiện số lao_động này đáp_ứng đủ tiêu_chuẩn tuyển_dụng của doanh_nghiệp .",0.802
117841_1_3_1_2_0_3,Thanh_tra tỉnh,"cơ_quan đầu_mối xây_dựng kế_hoạch thanh_tra , kiểm_tra doanh_nghiệp của tỉnh trên cơ_sở tổng_hợp yêu_cầu về thanh_tra , kiểm_tra doanh_nghiệp của các cơ_quan quy_định tại Khoản 1 và Khoản 3 Điều 2 Quy_chế này ; theo_dõi , tổng_hợp kế_hoạch thanh_tra , kiểm_tra doanh_nghiệp đã được cấp trên phê_duyệt của các cơ_quan để báo_cáo Ủy_ban nhân_dân tỉnh .",0.838
67392_1_1_1_3_0_2,Thỏa_thuận quốc_tế,"cam_kết bằng văn_bản về hợp_tác quốc_tế được ký_kết nhân_danh cơ_quan , đơn_vị , địa_phương trong phạm_vi chức_năng , nhiệm_vụ , quyền_hạn của mình với một hoặc nhiều bên ký_kết là các đối_tác nước_ngoài , trừ các nội_dung sau đây :",0.858
973_1_1_1_1_0_59,Việc đánh_bạc,việc trái_phép .,0.816
42568_1_1_1_3_0_16,Sản_xuất VLNCN,"quá_trình tạo ra thuốc_nổ , phụ_kiện nổ , bao_gồm cả việc chế_tạo thuốc_nổ ngay tại địa_điểm sử_dụng , quá_trình tái_chế , đóng_gói dán nhãn sản_phẩm VLNCN nhưng không bao_gồm việc chia nhỏ , bao_gói nhằm tạo ra các lượng nổ theo nhu_cầu tại nơi nổ mìn .",0.885
76386_1_1_1_3_0_28,"Trạm Y_tế xã , phường , thị_trấn",đơn_vị sự_nghiệp thuộc Trung_tâm Y_tế huyện .,0.827
26631_1_1_1_2_0_7,"Bản_đồ môi_trường không_khí , nước mặt lục_địa , nước biển","bản_đồ môi_trường thể_hiện một hay nhiều nội_dung thông_tin về hiện_trạng môi_trường , nguồn gây ô_nhiễm môi_trường , dự_báo xu_thế môi_trường , đánh_giá chất_lượng , ảnh_hưởng của ô_nhiễm môi_trường , … hoặc thể_hiện tổng_hợp toàn_bộ các thông_tin về các thành_phần môi_trường không_khí , nước mặt lục_địa , nước biển có ảnh_hưởng , tác_động đến đời_sống , sản_xuất , sự tồn_tại , phát_triển của con_người và tự_nhiên dựa trên việc so_sánh và phân_tích các số_liệu được quan_trắc nhiều năm , hoặc tại một thời_điểm nhất_định , với các giá_trị tiêu_chuẩn và giới_hạn các thông_số cơ_bản được quy_định trong Quy_chuẩn kỹ_thuật quốc_gia về môi_trường và Tiêu_chuẩn Việt_Nam về môi_trường .",0.863
96531_1_1_1_1_0_2,Đường Võ_Văn_Kiệt có tổng chiều dài,"18.550 m ( 18,55 km ) , mặt_đường rộng trung_bình 12 m , điểm khởi_đầu giới_hạn bởi Quốc_lộ 80 thuộc phường Vĩnh_Quang , thành_phố Rạch_Giá ; điểm cuối giáp Quốc_lộ 61 thuộc xã Vĩnh_Hòa_Hiệp , huyện Châu_Thành .",0.839
58786_1_1_1_7_0_2,Giám_đốc Công_ty,người đại_diện theo pháp_luật của Công_ty .,0.836
77846_1_1_1_1_0_38,Chi thường_xuyên,các khoản chi hàng năm_xã nào cũng phải thực_hiện để đảm_bảo hoạt_động bình_thường của cơ_quan chính_quyền cấp xã .,0.824
43176_1_1_1_5_0_16,"Giá khởi_điểm của tài_sản bán đấu_giá từ trên 500.000.000 đồng , thì mức thu phí_đấu_giá",500.000 đồng / hồ_sơ .,0.801
16750_1_2_2_7_0_4,Thời_gian sơ_tuyển nhà_thầu tối_đa,"ba mươi ngày đối_với đấu_thầu trong nước , bốn mươi lăm ngày đối_với đấu_thầu quốc_tế kể từ ngày phát_hành hồ_sơ mời sơ_tuyển đến khi có kết_quả sơ_tuyển được duyệt ;",0.806
15310_1_1_1_2_0_12,Tiểu_Hệ_thống Thanh_toán giá_trị thấp,"tiểu hệ_thống của Hệ_thống TTLNH , thực_hiện thanh_toán các khoản giá_trị thấp .",0.86
10259_1_1_1_2_0_2,Công_trình thuỷ_lợi,"cơ_sở kinh_tế - kỹ_thuật thuộc kết_cấu_hạ_tầng nhằm khai_thác nguồn lợi của nước ; phòng , chống tác_hại của nước và bảo_vệ môi_trường sinh_thái ; bao_gồm : hồ chứa , đập , cống , trạm bơm , giếng , đường_ống dẫn nước , kênh , công_trình trên kênh và bờ bao các loại ;",0.887
18524_1_1_1_1_0_12,"Hoạt_động mua_bán , trao_đổi hàng_hoá của cư_dân biên_giới","những hoạt_động dành riêng cho cư_dân biên_giới phù_hợp với các quy_định tại Điều 2 , Điều 5.2 và Điều 6 của Quyết_định số 252/2003 / QĐ-TTg ngày 24 tháng 11 năm 2003 của Thủ_tướng Chính_phủ về quản_lý buôn_bán hàng_hoá qua biên_giới với các nước có chung biên_giới .",0.845
18564_1_4_3_2_0_1,Rừng_sản_xuất,rừng tự_nhiên,0.848
82918_1_1_1_2_0_18,Bản trích sao,bản_sao một phần nội_dung của văn_bản và được trình_bày theo thể_thức quy_định .,0.852
23327_1_1_1_2_0_7,Lưuhọc_sinh tự_túc,"công_dân Việt_Nam đang được đào_tạo ở nước_ngoài bằng kinhphí tự_túc ( toàn_phần hoặc một phần ) ; kinh_phí của cá_nhân , tổ_chức nước ngoàihoặc doanh_nghiệp ngoài quốc_doanh tài_trợ trực_tiếp cho người học hoặc bằngnguồn kinh_phí khác không qua Chính_phủ nước Cộng_hòa xã_hội chủ_nghĩa Việt_Namhoặc không thuộc kinh_phí quy_định tại khoản 1 Điều này .",0.839
38713_1_1_1_9_0_4,Ranh_giới các phức_hệ hoặc tầng chứa nước thứ nhất,"đường liền màu tím nét 0,4 mm và ranh_giới phân_bố các phức_hệ chứa nước bị phủ là đường đứt_đoạn màu tím nét 0,7 mm có hướng nét vạch chỉ về vùng phân_bố kèm theo ký_hiệu phức_hệ hoặc tầng chứa nước ;",0.809
16884_1_1_1_1_0_2,Vụ Thẩm_định và Đánh_giá tác_động_môi_trường,"tổ_chức của Bộ Tài_nguyên và Môi_trường , có chức_năng giúp Bộ_trưởng thực_hiện nhiệm_vụ quản_lý nhà_nước về thẩm_định và đánh_giá tác_động_môi_trường ; đánh_giá môi_trường chiến_lược ; tổ_chức thẩm_định , góp ý_kiến về lĩnh_vực tài_nguyên và môi_trường đối_với chiến_lược , quy_hoạch , kế_hoạch phát_triển kinh_tế - xã_hội , phát_triển ngành , lĩnh_vực và lãnh_thổ các dự_án đầu_tư , dự_án hỗ_trợ kỹ_thuật , dự_án phát_triển của các Bộ , ngành , địa_phương , tổ_chức , cá_nhân .",0.83
25304_1_1_1_1_0_5,Hành_vi vi_phạm_hành_chính_trong_lĩnh_vực thủy_sản,"những hành_vi của tổ_chức , cá_nhân cố_ý hoặc vô_ý vi_phạm các quy_định quản_lý nhà_nước trong lĩnh_vực thủy_sản mà không phải là tội_phạm và theo quy_định của Nghị_định này phải bị xử_phạt_vi_phạm_hành_chính .",0.839
121849_1_1_1_3_0_5,Giám_đốc Sở,"người đứng đầu Sở , chịu trách_nhiệm trước Ủy_ban nhân_dân tỉnh , Chủ_tịch Ủy_ban nhân_dân tỉnh và trước pháp_luật về thực_hiện chức_năng , nhiệm_vụ , quyền_hạn của Sở ; chịu trách_nhiệm báo_cáo công_tác trước Ủy_ban nhân_dân tỉnh , Chủ_tịch Ủy_ban nhân_dân tỉnh và Bộ_trưởng Bộ Văn_hóa , Thể_thao và Du_lịch ; báo_cáo trước Hội_đồng nhân_dân tỉnh , trả_lời kiến_nghị của cử_tri , chất_vấn của đại_biểu Hội_đồng nhân_dân tỉnh theo yêu_cầu ;",0.829
15068_1_6_2_15_0_3,Hệ_thống đặt giữ chỗ bằng máy_tính,"hệ_thống máy_tính cung_cấp thông_tin về lịch bay , tình_trạng chỗ của chuyến bay , giá cước vận_chuyển hàng không và thông_qua đó thực_hiện việc đặt chỗ trên chuyến bay .",0.845
95364_1_1_1_3_0_5,Chi_cục_trưởng,"người đứng đầu Chi_cục , chịu trách_nhiệm trước Giám_đốc Sở Nông_nghiệp và Phát_triển nông_thôn và trước pháp_luật về hoạt_động của Chi_cục và thực_hiện chức_năng , nhiệm_vụ , quyền_hạn được giao .",0.837
33347_1_2_1_10_0_57,Thời_hạn nộp lệ_phí trước_bạ,thời_hạn ghi trên thông_báo nộp lệ_phí trước_bạ .,0.824
10239_1_6_1_1_0_6,Giá thanh_toán công_trình,giá trúng_thầu và các điều_kiện được ghi trong hợp_đồng giữa chủ_dầu tư và các doanh_nghiệp xây_dựng .,0.828
26460_1_1_1_3_0_35,Cơ_quan cấp phép,"tên gọi chung của các cơ_quan có thẩm_quyền cấp , thu_hồi Giấy_phép QLCTNH .",0.832
95927_1_1_1_3_0_20,Điều_tra thống_kê,"hình_thức thu_thập dữ_liệu , thông_tin thống_kê về đối_tượng nghiên_cứu cụ_thể theo phương_pháp khoa_học , thống_nhất được xác_định trong phương_án điều_tra thống_kê cho mỗi lần điều_tra .",0.849
20295_1_1_1_1_0_54,Khu_vực giáp sông Lừ ở phía Tây_khu_đô_thị,khu_vực có cảnh_quan cây_xanh và môi_trường của Thành_phố phải được bảo_vệ .,0.832
19818_1_1_1_1_0_143,"Phí tham_quan danh_lam thắng_cảnh , di_tích lịch_sử , công_trình văn_hoá","khoản thu nhằm bù , đắp một phần hoặc toàn_bộ chi_phí về duy_tu , bảo_dưỡng , quản_lý đối_với danh_lam thắng_cảnh , di_tích lịch_sử , công_trình văn_hoá đó .",0.811
114557_1_1_1_2_0_10,Cơ_sở an_toàn dịch_bệnh động_vật thủy_sản,"cơ_sở sản_xuất giống , nuôi_trồng thủy_sản được xác_định không xảy ra ca bệnh đăng_ký an_toàn dịch_bệnh trong một khoảng thời_gian quy_định cho từng bệnh , từng loài động_vật thủy_sản và hoạt_động thú_y tại cơ_sở đó bảo_đảm kiểm_soát được dịch_bệnh .",0.861
122473_1_1_1_8_0_7,Số buổi tập tối_đa cho một chương_trình mới,10 buổi .,0.82
2711_1_1_1_1_0_31,"Uỷ_ban Nhân_dân các cấp , Thủ_trưởng các ngành , các cơ_quan và đơn_vị cơ_sở phải coi phòng , chống_lụt , bão","công_tác trọng_điểm của các cấp và ngành mình trong mùa mưa_bão , phải chịu trách_nhiệm trước nhân_dân và cấp trên theo chức_năng và thẩm_quyền của cấp , của ngành mình ; phải báo_cáo kịp_thời lên cấp trên về diễn_biến của thiên_tai và công_tác_phòng , chống_lụt , bão .",0.809
32588_1_1_1_3_0_15,Thả trôi,phương_pháp lợi_dụng thế_năng của đường dồn tàu để thả cho toa_xe hoặc cụm toa_xe tự chạy vào các đường trong bãi dồn ;,0.847
8839_1_1_1_1_0_26,Mọi tài_liệu,bản_sao bằng bất_kỳ cách sao nào đều phải được xác_nhận là sao y từ bản_gốc theo quy_định ở đoạn b ) sau đây thì mới được sử_dụng làm tài_liệu chính_thức trong quá_trình tiến_hành các thủ_tục liên_quan về sở công_nghiệp tại các cơ_quan có thẩm_quyền .,0.824
48248_1_2_1_2_0_12,Lưu_lượng từ 2 m3 / s đến 10 m3 / s phạm_vi vùng phụ_cận,10 m tính từ mép ngoài của móng công_trình ( kể_cả phần tiêu_năng ) .,0.801
121328_1_1_1_3_0_16,Chi_tiêu mới,"nhu_cầu chi ngân_sách nhà_nước để thực_hiện các nhiệm_vụ , hoạt_động , chế_độ , chính_sách mới cho từng lĩnh_vực được cấp có thẩm_quyền phê_duyệt thực_hiện , bao_gồm cả các nhiệm_vụ , hoạt_động , chế_độ , chính_sách đã ban_hành trước_đây nhưng chưa được bố_trí nguồn và cần tiếp_tục thực_hiện trong thời_gian 03 năm kế_hoạch .",0.837
